Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity
13493,45,377,27,S8,2024,"","","",15,24,18,SI,4.0L,8,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13495,45,211,27,530i Sedan,2024,"","","",27,35,30,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13496,45,211,27,530i xDrive Sedan,2024,"","","",27,35,30,SI,2.0L,4,2.0L I4,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13577,45,211,27,540i xDrive Sedan,2024,"","","",26,33,28,SI,3.0L,4,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13408,45,211,27,740i  Sedan,2024,"","","",25,31,28,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13497,45,211,27,740i  xDrive Sedan,2024,"","","",24,31,27,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13409,45,211,27,760i xDrive Sedan,2024,"","","",18,25,20,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13351,45,211,29,Alpina XB7,2024,"","","",16,20,17,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13406,45,211,27,M340i Sedan,2024,"","","",23,31,26,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13407,45,211,27,M340i xDrive Sedan,2024,"","","",23,31,26,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13352,45,211,27,M440i,2024,"","","","","",26-27,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","Includes Coupe, Gran Coupe, and Convertible models",RWD,"","","","","","","","",""
13353,45,211,27,M440i xDrive,2024,"","","","","",25,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","Includes Coupe, Gran Coupe, and Convertible models",AWD,"","","","","","","","",""
13410,45,211,29,X3/X4 M40i,2024,"","","",21,26,23,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13356,45,211,29,X5 M60i xDrive,2024,"","","",17,22,19,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13357,45,211,29,X5 M Competition,2024,"","","",13,18,15,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13354,45,211,29,X5 sDrive40i,2024,"","","",23,27,25,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13355,45,211,29,X5 xDrive40i,2024,"","","",23,27,25,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13359,45,211,29,X6 M60i xDrive,2024,"","","",17,22,19,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13360,45,211,29,X6 M Competition,2024,"","","",13,18,15,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13358,45,211,29,X6 xDrive40i,2024,"","","",23,26,24,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13361,45,211,29,X7 M60i xDrive,2024,"","","",16,21,18,SI,4.4L,8,4.4L V8,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13362,45,211,29,X7 xDrive40i,2024,"","","",21,25,22,SI,3.0L,6,3.0L V6,BMW,https://www.bmwusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13498,45,215,27,Corvette E-RAY,2024,"","","",16,24,19,SI,6.2L,8,6.2L V8,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13627,45,219,29,Escape AWD HEV,2024,"","","",42,36,39,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,"","","","",Part-Time 4WD,"","","","","","","","",""
13626,45,219,29,Escape FWD HEV,2024,"","","",42,36,39,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13628,45,219,25,F150 Pickup 4WD HEV,2024,"","","",22,24,23,SI,3.5L V6,6,3.5L V6,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,"","","","",Part-Time 4WD,"","","","","","","","",""
13578,45,219,25,Maverick HEV FWD,2024,"","","",42,33,37,SI,2.5L I4,4,2.5L I4,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13363,45,478,27,G90 MHEV,2024,"","","",17,24,20,SI,3.5L,6,3.5L V6,Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13499,45,209,27,Accord,2024,"","","","","",44-48,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","",Includes Sport/Touring models,FWD,"","","","","","","","",""
13364,45,209,29,CR-V AWD,2024,"","","",40,34,37,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13365,45,209,29,CR-V FWD,2024,"","","",43,36,40,SI,2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13579,45,351,27,Elantra Hybrid/Hybrid Blue,2024,"","","","","",50-54,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13629,45,351,27,Sonata Hybrid,2024,"","","",44,51,47,SI,2.0L,4,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13366,45,351,29,Tucson Hybrid/Hybrid Blue,2024,"","","","","",37-38,SI,1.6L,4,1.6L I4,Hyundai,http://www.hyundaiusa.com/,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13367,45,385,29,F-PACE P400 MHEV,2024,"","","",19,25,21,SI,3.0L,6,3.0L V6,Jaguar,http://www.jaguarusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13411,45,361,27,NIro/Niro FE,2024,"","","","","",49-53,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13501,45,361,29,Sorento Hybrid AWD,2024,"","","",36,33,34,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13500,45,361,29,Sorento Hybrid FWD,2024,"","","",39,35,37,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13581,45,361,29,Sportage Hybrid AWD,2024,"","","",38,38,38,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13580,45,361,29,Sportage Hybrid FWD,2024,"","","",42,44,43,SI,1.6L,4,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13503,45,387,29,Defender 110 MHEV,2024,"","","",17,20,18,SI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13504,45,387,29,Defender 130 MHEV/Outbound,2024,"","","","","",17-18,SI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","Includes P300, P400, and Outbound models",4WD,"","","","","","","","",""
13502,45,387,29,Defender 90 MHEV,2024,"","","",18,22,20,SI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13505,45,387,29,Discovery MHEV,2024,"","","",17,23,19,SI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13509,45,387,29,Range Rover P360/P400 LWB MHEV,2024,"","","","","",20,SI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13508,45,387,29,Range Rover P360/P400 MHEV,2024,"","","","","",20,SI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13511,45,387,29,Range Rover Sport P360/P400 MHEV,2024,"","","","","",21,SI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13510,45,387,29,Range Rover Sport/SVR MHEV,2024,"","","","","",18-19,SI,4.4L,8,4.4L V8,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","",Includes standard and SVR models,4WD,"","","","","","","","",""
13506,45,387,29,Range Rover/SV LWB MHEV,2024,"","","",16,22,18,SI,4.4L,8,4.4L V8,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","",Includes standard and SV models,4WD,"","","","","","","","",""
13507,45,387,29,Range Rover/SV MHEV,2024,"","","",16,22,18,SI,4.4L,8,4.4L V8,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","",Includes standard and SV models,4WD,"","","","","","","","",""
13368,45,387,29,Range Rover Velar P340/P400 MHEV,2024,"","","","","",21-22,SI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13412,45,243,27,ES 300h,2024,"","","",43,44,44,SI,2.5L,4,2.5L I4,Lexus,"",Sedan/Wagon,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13369,45,243,27,LC 500h,2024,"","","",26,33,29,SI,3.5L,6,3.5L V6,Lexus,"",Sedan/Wagon,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13582,45,243,27,LS 500h AWD,2024,"","","",22,29,25,SI,3.5L,6,3.5L V6,Lexus,"",Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13372,45,243,29,NX 350h AWD,2024,"","","",41,37,39,SI,2.5L,4,2.5L I4,Lexus,"",SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13512,45,243,29,RX 350h AWD,2024,"","","",37,34,36,SI,2.5L,4,2.5L I4,Lexus,"",SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13513,45,243,29,RX 500h AWD,2024,"","","",27,28,27,SI,2.4L,4,2.4L I4,Lexus,"",SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13514,45,243,29,TX 500h AWD,2024,"","","",27,28,27,SI,2.4L,4,2.4L I4,Lexus,"",SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13370,45,243,27,UX 250h,2024,"","","",43,41,42,SI,2.0L,4,2.0L I4,Lexus,"",Sedan/Wagon,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13371,45,243,27,UX 250h AWD,2024,"","","",41,38,39,SI,2.0L,4,2.0L I4,Lexus,"",Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13630,45,227,29,Nautilus HEV AWD,2024,"","","",30,31,30,SI,2.5L,4,2.0L I4,Lincoln,http://www.lincoln.com,SUV,HYBR,Hybrid Electric,"","","","",Part-Time 4WD,"","","","","","","","",""
13373,45,479,29,Grecale Modena/GT,2024,"","","",22,29,25,"",2.0L,4,2.0L I4,Maserati,https://www.maserati.com/us/en,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13374,45,229,29,CX-90 4WD,2024,"","","","","",25,SI,3.3L,6,3.3L V6,Mazda,http://www.mazdausa.com,SUV,HYBR,Hybrid Electric,"","","",Includes regular and premium gasoline models,4WD,"","","","","","","","",""
13631,45,239,27,AMG C 43 4MATIC,2024,"","","",20,28,23,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13583,45,239,27,AMG CLA 35 4MATIC,2024,"","","",22,29,25,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13584,45,239,27,AMG GLA/GLB 35 4MATIC,2024,"","","","","",23-24,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13632,45,239,29,AMG GLC 43 4MATIC/Coupe,2024,"","","","","",21,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","",Includes standard and Coupe models,AWD,"","","","","","","","",""
13375,45,239,29,AMG GLE 53 4MATIC+,2024,"","","","","",20,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","",Includes standard and Coupe models,AWD,"","","","","","","","",""
13376,45,239,29,AMG GLE 63 S 4MATIC+,2024,"","","","","",16,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","",Includes standard and Coupe models,AWD,"","","","","","","","",""
13413,45,239,29,AMG GLS 63 4MATIC+,2024,"","","",14,18,16,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13515,45,239,27,AMG GT 43/53 4MATIC+,2024,"","","",19,24,21,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13633,45,239,27,AMG SL 43,2024,"","","",20,27,22,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13516,45,239,27,C 300,2024,"","","",25,36,30,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13585,45,239,27,C 300 4MATIC,2024,"","","",23,33,27,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13586,45,239,27,CLA 250,2024,"","","",22,36,30,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13587,45,239,27,CLA 250 4MATIC,2024,"","","",25,35,28,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13634,45,239,27,CLE 300 4MATIC,2024,"","","","","",26-28,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","",Includes Coupe and Convertible models,AWD,"","","","","","","","",""
13635,45,239,27,CLE 450 4MATIC,2024,"","","","","",26,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","",Includes Coupe and Convertible models,AWD,"","","","","","","","",""
13636,45,239,27,E 350 4MATIC,2024,"","","",24,33,27,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13637,45,239,27,E 450 4MATIC/AT,2024,"","","",22,31,25,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","",Includes AT and Wagon models,AWD,"","","","","","","","",""
13588,45,239,29,GLA/GLB 250,2024,"","","","","",28,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13589,45,239,29,GLA/GLB 250 4MATIC,2024,"","","","","",28,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13517,45,239,29,GLC 300,2024,"","","",24,33,27,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13518,45,239,29,GLC 300 4MATIC/coupe,2024,"","","","","",26-27,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","",Includes standard and Coupe models,AWD,"","","","","","","","",""
13377,45,239,29,GLE 350,2024,"","","",21,28,24,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13378,45,239,29,GLE 350 4MATIC,2024,"","","",20,27,23,SI,2.0L,4,2.0L I4,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13379,45,239,29,GLE 450 4MATIC,2024,"","","",19,26,22,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13415,45,239,29,GLE 580 4MATIC,2024,"","","",15,20,17,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13414,45,239,29,GLS 450 4MATIC,2024,"","","",19,24,21,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13416,45,239,29,GLS 580 4MATIC,2024,"","","",14,20,16,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13519,45,239,29,GLS 600 4MATIC Maybach,2024,"","","",14,19,16,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13639,45,239,27,S 500 4MATIC,2024,"","","",21,31,24,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13520,45,239,27,S 580 4MATIC,2024,"","","","","",21,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","",Includes standard and Maybach models,AWD,"","","","","","","","",""
13418,45,349,25,1500 4X2,2024,"","","",18,23,20,SI,5.7L,8,5.7L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,"","","","",RWD,"","","","","","","","",""
13590,45,349,25,1500 4X2,2024,"","","","","",22-23,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,"","","",Includes HFE model,RWD,"","","","","","","","",""
13419,45,349,25,1500 4X4,2024,"","","",19,24,21,SI,3.6L,6,3.6L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13420,45,349,25,1500 4X4,2024,"","","",18,22,19,SI,5.7L,8,5.7L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,"","","","",4WD,"","","","","","","","",""
13521,45,221,27,Camry Hybrid LE/SE/XLE/XSE,2024,"","","","","",46-52,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13640,45,221,29,Corolla Cross Hybrid AWD,2024,"","","",45,38,42,SI,2.0L,4,2.0L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13591,45,221,27,Corolla Hybrid,2024,"","","","","",47-50,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",FWD,"","","","","","","","",""
13592,45,221,27,Corolla Hybrid AWD,2024,"","","","","",44-48,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13593,45,221,27,Crown AWD,2024,"","","",42,41,41,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
13594,45,221,27,Crown AWD,2024,"","","",29,32,30,SI,2.4L,4,2.4L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,"","","","",AWD,"","","","","","","","",""
