Distributor_ID,Timestamp,Power_Demand_kWh
D19,2024-05-09 17:00:00,12.154081598843451
D50,2024-05-09 18:00:00,14.36990514236685
D32,2024-05-09 19:00:00,24.51073505057606
D3,2024-05-09 20:00:00,22.47295706565
D46,2024-05-09 21:00:00,23.341222541056222
D44,2024-05-09 22:00:00,24.82524856899657
D15,2024-05-09 23:00:00,35.1010728254782
D11,2024-05-10 00:00:00,49.06733034550416
D16,2024-05-10 01:00:00,60.399120370945454
D25,2024-05-10 02:00:00,66.74967931389335
D25,2024-05-10 03:00:00,73.9415593499702
D27,2024-05-10 04:00:00,79.59787406664205
D29,2024-05-10 05:00:00,88.31925637965482
D49,2024-05-10 06:00:00,78.52294017387658
D45,2024-05-10 07:00:00,81.06264746102049
D48,2024-05-10 08:00:00,82.67767480542045
D1,2024-05-10 09:00:00,67.57703155478985
D2,2024-05-10 10:00:00,53.10217557627818
D49,2024-05-10 11:00:00,52.89606583138745
D17,2024-05-10 12:00:00,45.41032539810702
D18,2024-05-10 13:00:00,39.30688788305545
D9,2024-05-10 14:00:00,37.29496295436242
D28,2024-05-10 15:00:00,30.69451539210598
D19,2024-05-10 16:00:00,18.904047887048563
D14,2024-05-10 17:00:00,20.724065709480097
D1,2024-05-10 18:00:00,30.52427598262035
D11,2024-05-10 19:00:00,15.14141791707317
D24,2024-05-10 20:00:00,20.26618035522441
D48,2024-05-10 21:00:00,29.276729924186494
D7,2024-05-10 22:00:00,31.96736529757648
D26,2024-05-10 23:00:00,36.90093244196035
D16,2024-05-11 00:00:00,54.035364279119975
D40,2024-05-11 01:00:00,53.981292786217175
D50,2024-05-11 02:00:00,58.31432268597916
D10,2024-05-11 03:00:00,77.12684324368556
D4,2024-05-11 04:00:00,75.13027241392527
D50,2024-05-11 05:00:00,78.37480984336486
D15,2024-05-11 06:00:00,87.3470853000992
D19,2024-05-11 07:00:00,82.51954527069572
D11,2024-05-11 08:00:00,84.56637085528024
D30,2024-05-11 09:00:00,72.02451693294925
D43,2024-05-11 10:00:00,66.3081425790893
D4,2024-05-11 11:00:00,59.155718989476185
D14,2024-05-11 12:00:00,44.433326126506415
D49,2024-05-11 13:00:00,40.182704764734815
D42,2024-05-11 14:00:00,28.83769330547444
D8,2024-05-11 15:00:00,25.773465545704
D15,2024-05-11 16:00:00,22.05573673156701
D4,2024-05-11 17:00:00,30.786890426115697
D29,2024-05-11 18:00:00,21.022090043948438
D18,2024-05-11 19:00:00,7.067846110026176
D38,2024-05-11 20:00:00,25.410551782080002
D15,2024-05-11 21:00:00,28.339757991162383
D4,2024-05-11 22:00:00,33.043423834517725
D39,2024-05-11 23:00:00,40.75154029796528
D4,2024-05-12 00:00:00,54.508141090275714
D10,2024-05-12 01:00:00,60.91066283863073
D26,2024-05-12 02:00:00,57.988919310128985
D24,2024-05-12 03:00:00,61.80921534853583
D28,2024-05-12 04:00:00,70.03138516540203
D16,2024-05-12 05:00:00,78.47733719786052
D28,2024-05-12 06:00:00,80.72082246481398
D26,2024-05-12 07:00:00,80.25342636936372
D11,2024-05-12 08:00:00,75.69220955103815
D17,2024-05-12 09:00:00,71.71936496058478
D41,2024-05-12 10:00:00,60.66293267027357
D2,2024-05-12 11:00:00,61.040460057370986
D30,2024-05-12 12:00:00,50.45053787736561
D50,2024-05-12 13:00:00,39.03092762407941
D22,2024-05-12 14:00:00,37.41463033423931
D3,2024-05-12 15:00:00,28.100181082261663
D42,2024-05-12 16:00:00,22.072560850893133
D44,2024-05-12 17:00:00,20.106688682752228
D45,2024-05-12 18:00:00,14.901735197361523
D39,2024-05-12 19:00:00,29.236888029132608
D32,2024-05-12 20:00:00,21.515881561620073
D11,2024-05-12 21:00:00,28.784264593655195
D12,2024-05-12 22:00:00,31.750888889604788
D40,2024-05-12 23:00:00,44.63955019831356
D15,2024-05-13 00:00:00,52.50725199791561
D45,2024-05-13 01:00:00,53.33890070186527
D13,2024-05-13 02:00:00,63.862121227390375
D46,2024-05-13 03:00:00,70.8448858094316
D40,2024-05-13 04:00:00,75.04232377111254
D25,2024-05-13 05:00:00,83.01961062467088
D38,2024-05-13 06:00:00,86.48427242948607
D8,2024-05-13 07:00:00,77.94471051531184
D33,2024-05-13 08:00:00,75.46690544491594
D13,2024-05-13 09:00:00,60.01542696494175
D41,2024-05-13 10:00:00,64.49232531952654
D47,2024-05-13 11:00:00,63.11292777980748
D13,2024-05-13 12:00:00,53.58522662031309
D13,2024-05-13 13:00:00,36.23926150894659
D50,2024-05-13 14:00:00,42.68763180431938
D33,2024-05-13 15:00:00,27.684451573307342
D40,2024-05-13 16:00:00,21.471897815010756
D1,2024-05-13 17:00:00,22.921091340324143
D6,2024-05-13 18:00:00,23.51577570720997
D1,2024-05-13 19:00:00,22.44611339795562
D35,2024-05-13 20:00:00,25.647769611065954
D13,2024-05-13 21:00:00,27.16211263001648
D34,2024-05-13 22:00:00,31.839777698335556
D17,2024-05-13 23:00:00,37.26598068227155
D5,2024-05-14 00:00:00,55.755013388540526
D13,2024-05-14 01:00:00,60.31809079026665
D37,2024-05-14 02:00:00,66.05219373640188
D2,2024-05-14 03:00:00,70.1539286034751
D31,2024-05-14 04:00:00,79.09429068996353
D40,2024-05-14 05:00:00,79.73896351936206
D49,2024-05-14 06:00:00,79.06280938573019
D41,2024-05-14 07:00:00,77.64928747423036
D44,2024-05-14 08:00:00,68.16432889059564
D5,2024-05-14 09:00:00,70.38243610088128
D35,2024-05-14 10:00:00,68.7899554249632
D5,2024-05-14 11:00:00,58.198539078939255
D42,2024-05-14 12:00:00,50.460358546459425
D23,2024-05-14 13:00:00,43.482287273073055
D2,2024-05-14 14:00:00,36.512639413626104
D26,2024-05-14 15:00:00,28.82268590307282
D48,2024-05-14 16:00:00,27.337658898227236
D14,2024-05-14 17:00:00,16.86464965630976
D11,2024-05-14 18:00:00,20.978033797035703
D30,2024-05-14 19:00:00,19.823708356873908
D14,2024-05-14 20:00:00,26.7401261708478
D25,2024-05-14 21:00:00,30.306494470096766
D6,2024-05-14 22:00:00,30.803753529394953
D7,2024-05-14 23:00:00,37.58896844432672
D45,2024-05-15 00:00:00,49.4516346402809
D16,2024-05-15 01:00:00,58.93769628932658
D16,2024-05-15 02:00:00,68.88921895746779
D29,2024-05-15 03:00:00,70.57787548867255
D12,2024-05-15 04:00:00,72.04763725237481
D45,2024-05-15 05:00:00,85.96949603241728
D38,2024-05-15 06:00:00,78.67644015112583
D14,2024-05-15 07:00:00,75.30902589275442
D23,2024-05-15 08:00:00,78.90072673960796
D23,2024-05-15 09:00:00,71.60383584829155
D30,2024-05-15 10:00:00,69.01894002874786
D40,2024-05-15 11:00:00,52.56677920042352
D41,2024-05-15 12:00:00,48.90152114761342
D50,2024-05-15 13:00:00,39.008332388463266
D50,2024-05-15 14:00:00,40.39695687322934
D11,2024-05-15 15:00:00,28.649624848445608
D40,2024-05-15 16:00:00,18.100701132351176
D23,2024-05-15 17:00:00,16.410833776420994
D37,2024-05-15 18:00:00,21.197644144677113
D44,2024-05-15 19:00:00,32.69940559314031
D19,2024-05-15 20:00:00,26.336724390519336
D35,2024-05-15 21:00:00,33.487668134348866
D8,2024-05-15 22:00:00,33.68016163432954
D10,2024-05-15 23:00:00,51.424323093697836
D5,2024-05-16 00:00:00,55.7682124868811
D26,2024-05-16 01:00:00,62.52921426878547
D19,2024-05-16 02:00:00,63.43377979611472
D6,2024-05-16 03:00:00,67.4497827790205
D33,2024-05-16 04:00:00,65.83996365944317
D12,2024-05-16 05:00:00,91.28678310457585
D49,2024-05-16 06:00:00,79.1394543980015
D35,2024-05-16 07:00:00,84.81821660593405
D8,2024-05-16 08:00:00,70.2945500736558
D5,2024-05-16 09:00:00,71.59084902590217
D27,2024-05-16 10:00:00,67.21152775656162
D9,2024-05-16 11:00:00,58.83561773369787
D48,2024-05-16 12:00:00,48.214814683548305
D34,2024-05-16 13:00:00,40.82701656218573
D7,2024-05-16 14:00:00,29.78607638239527
D42,2024-05-16 15:00:00,27.654062955090307
D38,2024-05-16 16:00:00,24.813316007346415
D31,2024-05-16 17:00:00,13.460189264395984
D33,2024-05-16 18:00:00,21.293851925513373
D28,2024-05-16 19:00:00,17.63983996028269
D20,2024-05-16 20:00:00,21.07935195918556
D30,2024-05-16 21:00:00,28.356798043777154
D6,2024-05-16 22:00:00,31.64364009180421
D23,2024-05-16 23:00:00,42.35358481643742
D26,2024-05-17 00:00:00,43.747230662885
D31,2024-05-17 01:00:00,59.858715999321895
D10,2024-05-17 02:00:00,58.421973251705616
D20,2024-05-17 03:00:00,67.36711430085244
D5,2024-05-17 04:00:00,63.719897541202926
D5,2024-05-17 05:00:00,79.49515079519364
D24,2024-05-17 06:00:00,80.51573762088583
D20,2024-05-17 07:00:00,74.71684168602613
D41,2024-05-17 08:00:00,92.29392676838626
D42,2024-05-17 09:00:00,72.31841596018171
D16,2024-05-17 10:00:00,62.00550303022596
D8,2024-05-17 11:00:00,60.05646738323577
D37,2024-05-17 12:00:00,50.49102316355459
D46,2024-05-17 13:00:00,42.13473613813395
D13,2024-05-17 14:00:00,36.97688798681523
D43,2024-05-17 15:00:00,25.69260402098464
D8,2024-05-17 16:00:00,27.36997475199027
D36,2024-05-17 17:00:00,18.037529648717644
D45,2024-05-17 18:00:00,20.080882711365515
D3,2024-05-17 19:00:00,17.490964073689145
D3,2024-05-17 20:00:00,16.666694354930726
D49,2024-05-17 21:00:00,25.82321954552568
D3,2024-05-17 22:00:00,33.77860790318495
D27,2024-05-17 23:00:00,41.66459554840276
D44,2024-05-18 00:00:00,40.691690512375374
D14,2024-05-18 01:00:00,60.91273502420692
D50,2024-05-18 02:00:00,59.468703098210504
D23,2024-05-18 03:00:00,65.24511128350927
D44,2024-05-18 04:00:00,67.74994928152287
D19,2024-05-18 05:00:00,77.17925752951062
D48,2024-05-18 06:00:00,75.60406155729912
D5,2024-05-18 07:00:00,86.21611413805252
D4,2024-05-18 08:00:00,73.33801825394366
D5,2024-05-18 09:00:00,67.83458702355159
D36,2024-05-18 10:00:00,72.26700832156084
D7,2024-05-18 11:00:00,65.60129674721873
D38,2024-05-18 12:00:00,50.185432737483076
D11,2024-05-18 13:00:00,45.96627088389112
D17,2024-05-18 14:00:00,35.34344053490489
D12,2024-05-18 15:00:00,36.070776368778716
D19,2024-05-18 16:00:00,15.57252428218125
D20,2024-05-18 17:00:00,22.924278389428675
D2,2024-05-18 18:00:00,24.405625695453608
D18,2024-05-18 19:00:00,20.10867802550676
D2,2024-05-18 20:00:00,17.415716018411167
D41,2024-05-18 21:00:00,28.576442967589365
D48,2024-05-18 22:00:00,40.22474698439177
D37,2024-05-18 23:00:00,52.707188307467234
D10,2024-05-19 00:00:00,47.01759032146804
D11,2024-05-19 01:00:00,58.224499323089496
D1,2024-05-19 02:00:00,68.54643743026261
D17,2024-05-19 03:00:00,70.86186388682613
D30,2024-05-19 04:00:00,74.92776746531479
D12,2024-05-19 05:00:00,89.7679221923845
D16,2024-05-19 06:00:00,79.45982823173847
D32,2024-05-19 07:00:00,78.68761407169086
D49,2024-05-19 08:00:00,76.52317545756941
D26,2024-05-19 09:00:00,78.69669834731413
D23,2024-05-19 10:00:00,63.61633776680913
D44,2024-05-19 11:00:00,68.22203884232498
D38,2024-05-19 12:00:00,56.69136866226121
D17,2024-05-19 13:00:00,41.744992974946726
D20,2024-05-19 14:00:00,32.11396203578467
D25,2024-05-19 15:00:00,27.90893007798639
D49,2024-05-19 16:00:00,29.531085035474327
D37,2024-05-19 17:00:00,24.301374674921576
D14,2024-05-19 18:00:00,19.415314671455935
D36,2024-05-19 19:00:00,14.111785577855185
D2,2024-05-19 20:00:00,20.52496453929163
D16,2024-05-19 21:00:00,36.095097122274666
D39,2024-05-19 22:00:00,26.705801758437843
D38,2024-05-19 23:00:00,47.10557466827132
D45,2024-05-20 00:00:00,42.46062518809168
D24,2024-05-20 01:00:00,58.92723535762868
D41,2024-05-20 02:00:00,70.67572849021475
D27,2024-05-20 03:00:00,70.65001360569283
D2,2024-05-20 04:00:00,83.03937053483797
D19,2024-05-20 05:00:00,77.40506402897907
D19,2024-05-20 06:00:00,76.2071495634949
D10,2024-05-20 07:00:00,91.75480007012203
D27,2024-05-20 08:00:00,70.43225917723599
D48,2024-05-20 09:00:00,65.84289640934752
D37,2024-05-20 10:00:00,63.78441036309284
D6,2024-05-20 11:00:00,52.3821199274991
D16,2024-05-20 12:00:00,41.408199512196944
D21,2024-05-20 13:00:00,44.007063796370545
D12,2024-05-20 14:00:00,35.57908650378586
D3,2024-05-20 15:00:00,30.80167446799288
D40,2024-05-20 16:00:00,19.960489118590395
D13,2024-05-20 17:00:00,14.707060825824803
D41,2024-05-20 18:00:00,23.36313505748052
D45,2024-05-20 19:00:00,22.13030883379013
D15,2024-05-20 20:00:00,28.294261857745635
D32,2024-05-20 21:00:00,35.74347340673322
D43,2024-05-20 22:00:00,35.499795900748865
D46,2024-05-20 23:00:00,34.670516984102285
D25,2024-05-21 00:00:00,44.71345152274071
D30,2024-05-21 01:00:00,57.070266353377576
D30,2024-05-21 02:00:00,72.48843283885742
D17,2024-05-21 03:00:00,72.5087484313651
D39,2024-05-21 04:00:00,73.38386579896708
D47,2024-05-21 05:00:00,75.80316955317232
D24,2024-05-21 06:00:00,83.42985814956673
D47,2024-05-21 07:00:00,78.16671274996787
D32,2024-05-21 08:00:00,81.8248412484006
D40,2024-05-21 09:00:00,69.89263447130013
D43,2024-05-21 10:00:00,64.0352304228352
D13,2024-05-21 11:00:00,62.603433353733315
D5,2024-05-21 12:00:00,47.4303679757749
D49,2024-05-21 13:00:00,35.688508029372706
D46,2024-05-21 14:00:00,38.188359841105516
D4,2024-05-21 15:00:00,31.87673680825761
D29,2024-05-21 16:00:00,13.862488637879299
D21,2024-05-21 17:00:00,23.892934954014613
D23,2024-05-21 18:00:00,21.540490451075264
D22,2024-05-21 19:00:00,28.71033396775983
D35,2024-05-21 20:00:00,33.50032378240515
D27,2024-05-21 21:00:00,30.971284813599365
D41,2024-05-21 22:00:00,34.52271660599854
D8,2024-05-21 23:00:00,44.64146925765878
D28,2024-05-22 00:00:00,41.07151129431113
D47,2024-05-22 01:00:00,47.191446476728935
D43,2024-05-22 02:00:00,57.91959125907571
D35,2024-05-22 03:00:00,63.204897604390034
D38,2024-05-22 04:00:00,78.5129996639424
D44,2024-05-22 05:00:00,80.45721509410487
D1,2024-05-22 06:00:00,85.08994418371746
D40,2024-05-22 07:00:00,73.79503580898972
D5,2024-05-22 08:00:00,78.61773737968386
D22,2024-05-22 09:00:00,69.08166930611488
D8,2024-05-22 10:00:00,68.32208646549284
D39,2024-05-22 11:00:00,56.82521223896697
D20,2024-05-22 12:00:00,48.544644676368506
D26,2024-05-22 13:00:00,45.29681545477058
D34,2024-05-22 14:00:00,39.75203000579844
D26,2024-05-22 15:00:00,24.34590579368132
D42,2024-05-22 16:00:00,21.723361786711962
D7,2024-05-22 17:00:00,23.085178630970006
D45,2024-05-22 18:00:00,21.328478259987577
D29,2024-05-22 19:00:00,30.843929476320255
D4,2024-05-22 20:00:00,28.104790065771496
D10,2024-05-22 21:00:00,30.993013830567733
D8,2024-05-22 22:00:00,40.186816556039695
D31,2024-05-22 23:00:00,38.70137801351892
D33,2024-05-23 00:00:00,47.67316994796186
D22,2024-05-23 01:00:00,64.69032799647988
D29,2024-05-23 02:00:00,56.68332417634561
D23,2024-05-23 03:00:00,78.90188922276593
D44,2024-05-23 04:00:00,82.6936248477667
D45,2024-05-23 05:00:00,82.12329249947817
D30,2024-05-23 06:00:00,79.16461802190634
D43,2024-05-23 07:00:00,85.41616764137216
D4,2024-05-23 08:00:00,75.60630296316745
D1,2024-05-23 09:00:00,78.78095776769753
D11,2024-05-23 10:00:00,69.74019014810553
D9,2024-05-23 11:00:00,57.34469792706966
D36,2024-05-23 12:00:00,56.787532372583414
D23,2024-05-23 13:00:00,43.73537533314296
D2,2024-05-23 14:00:00,42.54245049753855
D11,2024-05-23 15:00:00,35.7756294796528
D29,2024-05-23 16:00:00,28.126792289075595
D22,2024-05-23 17:00:00,22.15765230053777
D22,2024-05-23 18:00:00,17.228651433808988
D50,2024-05-23 19:00:00,36.431743259278974
D34,2024-05-23 20:00:00,28.44399661881851
D32,2024-05-23 21:00:00,32.82473088374032
D30,2024-05-23 22:00:00,31.17976058273812
D18,2024-05-23 23:00:00,43.398082634583695
D33,2024-05-24 00:00:00,44.96387756886522
D32,2024-05-24 01:00:00,52.78940662683196
D40,2024-05-24 02:00:00,61.17355269155967
D3,2024-05-24 03:00:00,65.69931908210212
D50,2024-05-24 04:00:00,76.12724269173628
D20,2024-05-24 05:00:00,78.33025166284253
D22,2024-05-24 06:00:00,77.07749155360042
D39,2024-05-24 07:00:00,79.39519625656915
D34,2024-05-24 08:00:00,67.31585945193326
D27,2024-05-24 09:00:00,70.68177977547292
D19,2024-05-24 10:00:00,63.46099019098163
D29,2024-05-24 11:00:00,53.95045089972168
D42,2024-05-24 12:00:00,50.61861818337873
D13,2024-05-24 13:00:00,38.30918279408838
D6,2024-05-24 14:00:00,32.67718503447372
D8,2024-05-24 15:00:00,32.63067993669221
D44,2024-05-24 16:00:00,18.864472187768726
D32,2024-05-24 17:00:00,15.987284233763301
D25,2024-05-24 18:00:00,17.01250508217968
D16,2024-05-24 19:00:00,22.671196578182514
D46,2024-05-24 20:00:00,27.39042060334129
D19,2024-05-24 21:00:00,35.92647018311705
D19,2024-05-24 22:00:00,30.594600914882992
D23,2024-05-24 23:00:00,36.4106494196221
D30,2024-05-25 00:00:00,58.43986567731556
D29,2024-05-25 01:00:00,47.13195346849929
D25,2024-05-25 02:00:00,74.5684855355087
D31,2024-05-25 03:00:00,76.30308485473334
D42,2024-05-25 04:00:00,67.21344393463391
