Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity
11336,57,209,27,Accord Plug-in Hybrid,2015,115,"","",47,46,"","",2.0L,4,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11337,57,389,27,P1,2015,"","","",16,20,"",SI,3.8L,8,"3.8L V8, 132 kW electric motor",McLaren,http://www.mclaren.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11340,57,239,27,S550 Plug-in Hybrid,2015,"","","","","","","",3.0,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11357,57,391,27,918 Spyder,2015,67,"","",20,24,"",SI,4.6L,8,"4.6L V8, 95 kW electric motor front, 115 kW electric motor rear",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11342,57,391,29,Cayenne S E-Hybrid,2015,47,"","",21,24,"",SI,3.0L,6,"3.0L V6, 70 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11341,57,391,27,Panamera S E-Hybrid,2015,50,"","",23,29,"",SI,3.0L,6,"3.0L V6, 70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11343,57,221,27,Prius Plug-in,2015,95,"","",51,49,"",SI,1.8L,4,"1.8L I4, 38 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11274,57,211,27,i3 w/Range Extender,2014,"","","","","","","",0.6L,"","0.6L I2, 125kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11273,57,211,27,i8 Plug-in Hybrid,2014,"","","","","","","",1.5L,"","1.5L I3, 96kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11275,57,231,27,ELR,2014,"","","","","","","",1.4L,"","1.4L I4, 111 kW electric motor",Cadillac,http://www.cadillac.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11276,57,215,27,Volt,2014,98,"","",35,40,"","",1.4L,"","1.4L I4, 111 kW electric motor",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11278,57,219,27,C-MAX Energi,2014,100,"","",44,41,"","",2.0L,"","2.0L I4, 68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11277,57,219,27,Fusion Energi,2014,100,"","",44,41,"","",2.0L,"","2.0L I4, 68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11279,57,209,27,Accord Plug-in Hybrid,2014,115,"","",47,46,"","",2.0L,"","2.0L I4, 124 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11280,57,389,27,P1,2014,"","","","","","","",3.8L,"","3.8L V8, 132 kW electric motor",McLaren,http://www.mclaren.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11281,57,391,27,Panamera S E-Hybrid,2014,"","","","","","","",3.0L,"","3.0L V6, 70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11282,57,221,27,Prius Plug-in,2014,95,95,"",51,49,"","",1.8L,"","1.8L I4, 38 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
10562,57,215,27,Volt,2013,101,93,"",35,40,"","",1.4L,4,"",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
10493,57,219,27,C-MAX ENERGI,2013,"","","",44,41,"","",2.0L,4,"",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
10494,57,219,27,Fusion ENERGI,2013,"","","","","","","",2.0L,4,"",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
10553,57,221,27,Prius Plug-in,2013,"","","",51,49,"","",1.8L,4,"",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
10351,57,215,27,Volt,2012,95,93,"",35,40,"",111 kW e-motor,1.4L,4,"",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
10660,57,367,27,Karma,2012,62,63,"",20,21,"",Gasoline,2.0L,4,"",Fisker Automotive,http://www.fiskerautomotive.com/en-ca/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
10385,57,221,27,Prius Plug-in Hybrid,2012,95,"","",51,49,"",60 kW e-motor,1.8L,4,"",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
10126,57,215,27,Volt,2011,0.360,0.370,"",35,40,"","",1.4L,4,"",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
